date_of_campaign,facebook_ad_views,facebook_ad_clicks,facebook_ad_conversions,facebook_cost_per_ad,facebook_ctr,facebook_conversion_rate,facebook_cost_per_click,adword_ad_views,adword_ad_clicks,adword_ad_conversions,adword_cost_per_ad,adword_ctr,adword_conversion_rate,adword_cost_per_click
2026-12-30,3394,135,41,98.55,3.98,30.37,0.73,8189,408,52,98.45,4.98,12.75,0.24
2026-12-31,4087,163,52,117.36,3.99,31.9,0.72,7458,372,49,104.86,4.99,13.17,0.28
2027-01-01,5768,230,81,126.5,3.99,35.22,0.55,8212,409,15,125.43,4.98,3.67,0.31
2027-01-02,3071,122,40,63.44,3.97,32.79,0.52,11559,576,17,115.35,4.98,2.95,0.2
2027-01-03,3273,130,53,78.0,3.97,40.77,0.6,7911,394,58,113.05,4.98,14.72,0.29
2027-01-04,5013,200,75,134.0,3.99,37.5,0.67,8025,400,31,102.14,4.98,7.75,0.26
2027-01-05,4343,173,57,160.89,3.98,32.95,0.93,9411,469,12,67.68,4.98,2.56,0.14
2027-01-06,3337,133,41,134.33,3.99,30.83,1.01,7071,352,41,92.16,4.98,11.65,0.26
2027-01-07,4389,175,68,112.0,3.99,38.86,0.64,9685,483,14,136.59,4.99,2.9,0.28
2027-01-08,3606,144,58,132.48,3.99,40.28,0.92,8193,408,39,139.64,4.98,9.56,0.34
2027-01-09,3165,126,33,105.84,3.98,26.19,0.84,8848,441,19,118.44,4.98,4.31,0.27
2027-01-10,4567,182,64,123.76,3.99,35.16,0.68,9384,468,31,78.2,4.99,6.62,0.17
2027-01-11,5058,202,69,103.02,3.99,34.16,0.51,9022,450,17,68.15,4.99,3.78,0.15
2027-01-12,4324,172,63,166.84,3.98,36.63,0.97,10741,536,19,93.18,4.99,3.54,0.17
2027-01-13,3728,149,61,177.31,4.0,40.94,1.19,11748,586,8,128.53,4.99,1.37,0.22
2027-01-14,5848,233,79,170.09,3.98,33.91,0.73,8298,414,29,117.75,4.99,7.0,0.28
2027-01-15,5043,201,60,126.63,3.99,29.85,0.63,11102,554,7,130.71,4.99,1.26,0.24
2027-01-16,3101,124,46,172.36,4.0,37.1,1.39,7904,394,48,109.26,4.98,12.18,0.28
2027-01-17,4415,176,68,137.28,3.99,38.64,0.78,10026,500,46,70.43,4.99,9.2,0.14
2027-01-18,3778,151,51,108.72,4.0,33.77,0.72,9028,450,5,69.18,4.98,1.11,0.15
2027-01-19,3213,128,41,174.08,3.98,32.03,1.36,11711,584,14,63.84,4.99,2.4,0.11
2027-01-20,4111,164,55,216.48,3.99,33.54,1.32,9620,480,54,105.37,4.99,11.25,0.22
2027-01-21,4576,183,68,173.85,4.0,37.16,0.95,9646,481,42,79.43,4.99,8.73,0.17
2027-01-22,5448,217,73,214.83,3.98,33.64,0.99,11865,592,12,118.75,4.99,2.03,0.2
2027-01-23,5635,225,80,162.0,3.99,35.56,0.72,9289,463,55,114.9,4.98,11.88,0.25
2027-01-24,5936,237,83,137.46,3.99,35.02,0.58,10872,542,12,85.45,4.99,2.21,0.16
2027-01-25,4695,187,65,200.09,3.98,34.76,1.07,8485,423,38,74.14,4.99,8.98,0.18
2027-01-26,3591,143,53,85.8,3.98,37.06,0.6,10151,506,58,68.19,4.98,11.46,0.13
2027-01-27,4333,173,58,164.35,3.99,33.53,0.95,8440,421,20,118.99,4.99,4.75,0.28
2027-01-28,4109,164,55,236.16,3.99,33.54,1.44,7765,387,44,96.04,4.98,11.37,0.25
2027-01-29,5139,205,75,297.25,3.99,36.59,1.45,11479,572,41,85.88,4.98,7.17,0.15
2027-01-30,5720,228,74,168.72,3.99,32.46,0.74,9438,471,41,128.53,4.99,8.7,0.27
2027-01-31,3713,148,47,165.76,3.99,31.76,1.12,11092,553,13,107.49,4.99,2.35,0.19
2027-02-01,3935,157,48,152.29,3.99,30.57,0.97,11783,588,21,101.44,4.99,3.57,0.17
2027-02-02,4951,198,73,273.24,4.0,36.87,1.38,8149,406,56,119.47,4.98,13.79,0.29
2027-02-03,3241,129,44,99.33,3.98,34.11,0.77,10565,527,47,125.25,4.99,8.92,0.24
2027-02-04,5043,201,63,100.5,3.99,31.34,0.5,11142,556,30,114.89,4.99,5.4,0.21
2027-02-05,3001,120,46,79.2,4.0,38.33,0.66,8972,447,49,95.2,4.98,10.96,0.21
2027-02-06,5272,210,70,178.5,3.98,33.33,0.85,9666,482,11,90.34,4.99,2.28,0.19
2027-02-07,5848,233,77,191.06,3.98,33.05,0.82,7463,372,59,121.73,4.98,15.86,0.33
2027-02-08,4768,190,65,245.1,3.98,34.21,1.29,11218,559,48,101.43,4.98,8.59,0.18
2027-02-09,4949,197,76,232.46,3.98,38.58,1.18,9181,458,46,116.35,4.99,10.04,0.25
2027-02-10,5636,225,76,180.0,3.99,33.78,0.8,8642,431,27,131.23,4.99,6.26,0.3
2027-02-11,5163,206,74,197.76,3.99,35.92,0.96,10888,543,44,133.27,4.99,8.1,0.25
2027-02-12,3917,156,58,93.6,3.98,37.18,0.6,7840,391,23,82.22,4.99,5.88,0.21
2027-02-13,5241,209,75,292.6,3.99,35.89,1.4,9654,481,46,75.03,4.98,9.56,0.16
2027-02-14,5918,236,88,339.84,3.99,37.29,1.44,11118,554,21,80.9,4.98,3.79,0.15
2027-02-15,3089,123,39,182.04,3.98,31.71,1.48,7565,377,52,120.11,4.98,13.79,0.32
2027-02-16,4709,188,60,257.56,3.99,31.91,1.37,7964,397,18,89.6,4.98,4.53,0.23
2027-02-17,5169,206,66,138.02,3.99,32.04,0.67,9282,463,33,73.87,4.99,7.13,0.16
2027-02-18,3142,125,43,68.75,3.98,34.4,0.55,7995,399,16,67.87,4.99,4.01,0.17
2027-02-19,3105,124,38,133.92,3.99,30.65,1.08,8187,408,6,86.19,4.98,1.47,0.21
2027-02-20,3886,155,54,218.55,3.99,34.84,1.41,11921,594,34,70.89,4.98,5.72,0.12
2027-02-21,3427,137,48,93.16,4.0,35.04,0.68,11311,564,41,72.51,4.99,7.27,0.13
2027-02-22,4328,173,65,88.23,4.0,37.57,0.51,10254,511,23,114.71,4.98,4.5,0.22
2027-02-23,4895,195,69,255.45,3.98,35.38,1.31,7656,382,16,61.58,4.99,4.19,0.16
2027-02-24,4994,199,67,115.42,3.98,33.67,0.58,9982,498,16,69.4,4.99,3.21,0.14
2027-02-25,3316,132,48,120.12,3.98,36.36,0.91,8113,404,16,127.55,4.98,3.96,0.32
2027-02-26,4986,199,64,234.82,3.99,32.16,1.18,11406,569,50,127.59,4.99,8.79,0.22
2027-02-27,3634,145,50,107.3,3.99,34.48,0.74,7556,377,51,86.34,4.99,13.53,0.23
2027-02-28,4925,197,70,114.26,4.0,35.53,0.58,10019,500,28,67.04,4.99,5.6,0.13
2027-03-01,5056,202,71,256.54,4.0,35.15,1.27,9304,464,28,116.4,4.99,6.03,0.25
2027-03-02,5821,232,83,262.16,3.99,35.78,1.13,9580,478,43,88.81,4.99,9.0,0.19
2027-03-03,5270,210,70,312.9,3.98,33.33,1.49,7051,351,46,63.64,4.98,13.11,0.18
2027-03-04,4439,177,67,148.68,3.99,37.85,0.84,8361,417,5,72.63,4.99,1.2,0.17
2027-03-05,3552,142,58,79.52,4.0,40.85,0.56,8194,408,11,70.98,4.98,2.7,0.17
2027-03-06,3715,148,43,182.04,3.98,29.05,1.23,11019,549,11,107.13,4.98,2.0,0.2
2027-03-07,4287,171,53,174.42,3.99,30.99,1.02,10138,505,37,131.85,4.98,7.33,0.26
2027-03-08,4713,188,66,133.48,3.99,35.11,0.71,8648,431,33,123.45,4.98,7.66,0.29
2027-03-09,4883,195,66,249.6,3.99,33.85,1.28,7671,382,37,103.72,4.98,9.69,0.27
2027-03-10,4107,164,66,114.8,3.99,40.24,0.7,7777,388,23,93.77,4.99,5.93,0.24
2027-03-11,4341,173,61,131.48,3.99,35.26,0.76,11927,595,22,109.49,4.99,3.7,0.18
2027-03-12,3110,124,50,73.16,3.99,40.32,0.59,9279,463,12,95.51,4.99,2.59,0.21
2027-03-13,3250,130,35,117.0,4.0,26.92,0.9,10022,500,45,79.69,4.99,9.0,0.16
2027-03-14,5430,217,80,199.64,4.0,36.87,0.92,8860,442,32,114.34,4.99,7.24,0.26
2027-03-15,5054,202,67,204.02,4.0,33.17,1.01,10139,506,13,129.86,4.99,2.57,0.26
2027-03-16,3458,138,44,166.98,3.99,31.88,1.21,8074,402,52,89.83,4.98,12.94,0.22
2027-03-17,4107,164,56,231.24,3.99,34.15,1.41,8716,435,56,127.32,4.99,12.87,0.29
2027-03-18,3207,128,37,81.92,3.99,28.91,0.64,8283,413,55,94.49,4.99,13.32,0.23
2027-03-19,3899,155,56,85.25,3.98,36.13,0.55,11686,583,45,92.11,4.99,7.72,0.16
2027-03-20,3021,120,42,62.4,3.97,35.0,0.52,8986,448,9,62.27,4.99,2.01,0.14
2027-03-21,3409,136,48,87.04,3.99,35.29,0.64,9633,480,33,115.62,4.98,6.88,0.24
2027-03-22,3894,155,58,179.8,3.98,37.42,1.16,8001,399,17,124.6,4.99,4.26,0.31
2027-03-23,3514,140,56,172.2,3.98,40.0,1.23,8046,401,9,113.08,4.98,2.24,0.28
2027-03-24,3808,152,51,196.08,3.99,33.55,1.29,9176,457,47,72.11,4.98,10.28,0.16
2027-03-25,3873,154,56,113.96,3.98,36.36,0.74,9338,466,21,68.26,4.99,4.51,0.15
2027-03-26,3013,120,43,97.2,3.98,35.83,0.81,8855,441,32,105.83,4.98,7.26,0.24
2027-03-27,3970,158,57,154.84,3.98,36.08,0.98,7500,374,55,92.12,4.99,14.71,0.25
2027-03-28,5134,205,73,114.8,3.99,35.61,0.56,9233,460,50,94.33,4.98,10.87,0.21
2027-03-29,5956,238,91,264.18,4.0,38.24,1.11,11574,577,46,137.42,4.99,7.97,0.24
2027-03-30,4560,182,61,269.36,3.99,33.52,1.48,9539,476,8,117.91,4.99,1.68,0.25
2027-03-31,4324,172,52,147.92,3.98,30.23,0.86,11608,579,51,92.94,4.99,8.81,0.16
2027-04-01,4266,170,56,212.5,3.98,32.94,1.25,10714,534,21,61.53,4.98,3.93,0.12
2027-04-02,5169,206,75,206.0,3.99,36.41,1.0,9332,465,45,62.73,4.98,9.68,0.13
2027-04-03,3749,149,52,93.87,3.97,34.9,0.63,7600,379,26,114.78,4.99,6.86,0.3
2027-04-04,3684,147,49,158.76,3.99,33.33,1.08,11284,563,31,127.02,4.99,5.51,0.23
2027-04-05,4927,197,63,157.6,4.0,31.98,0.8,7988,398,24,116.62,4.98,6.03,0.29
2027-04-06,5356,214,76,113.42,4.0,35.51,0.53,8881,443,36,92.47,4.99,8.13,0.21
2027-04-07,3694,147,54,166.11,3.98,36.73,1.13,11483,573,27,62.49,4.99,4.71,0.11
2027-04-08,5335,213,76,289.68,3.99,35.68,1.36,8754,436,22,137.39,4.98,5.05,0.32
2027-04-09,3306,132,44,110.88,3.99,33.33,0.84,9464,472,7,138.91,4.99,1.48,0.29
2027-04-10,4989,199,70,177.11,3.99,35.18,0.89,9223,460,48,103.95,4.99,10.43,0.23
2027-04-11,5961,238,84,330.82,3.99,35.29,1.39,11482,573,35,65.65,4.99,6.11,0.11
2027-04-12,3661,146,52,191.26,3.99,35.62,1.31,8494,423,57,103.28,4.98,13.48,0.24
2027-04-13,3548,141,43,170.61,3.97,30.5,1.21,7852,391,10,131.39,4.98,2.56,0.34
2027-04-14,3311,132,47,99.0,3.99,35.61,0.75,7451,371,21,114.4,4.98,5.66,0.31
2027-04-15,5920,236,80,332.76,3.99,33.9,1.41,9324,465,31,117.6,4.99,6.67,0.25
2027-04-16,4082,163,62,105.95,3.99,38.04,0.65,8758,437,46,66.8,4.99,10.53,0.15
2027-04-17,5971,238,83,268.94,3.99,34.87,1.13,11308,564,9,68.52,4.99,1.6,0.12
2027-04-18,4737,189,70,100.17,3.99,37.04,0.53,10353,516,33,70.19,4.98,6.4,0.14
2027-04-19,3754,150,50,171.0,4.0,33.33,1.14,11136,555,47,132.35,4.98,8.47,0.24
2027-04-20,3034,121,41,94.38,3.99,33.88,0.78,11695,583,7,102.07,4.99,1.2,0.18
2027-04-21,3444,137,55,130.15,3.98,40.15,0.95,10338,515,32,123.33,4.98,6.21,0.24
2027-04-22,5140,205,73,174.25,3.99,35.61,0.85,9588,478,46,69.22,4.99,9.62,0.14
2027-04-23,4982,199,66,133.33,3.99,33.17,0.67,8782,438,31,134.21,4.99,7.08,0.31
2027-04-24,4230,169,63,189.28,4.0,37.28,1.12,10520,525,56,125.69,4.99,10.67,0.24
2027-04-25,3352,134,44,184.92,4.0,32.84,1.38,8779,438,6,77.98,4.99,1.37,0.18
2027-04-26,3902,156,55,227.76,4.0,35.26,1.46,10132,505,16,129.93,4.98,3.17,0.26
2027-04-27,4355,174,70,120.06,4.0,40.23,0.69,10573,527,6,81.08,4.98,1.14,0.15
2027-04-28,5909,236,75,287.92,3.99,31.78,1.22,10218,509,19,76.43,4.98,3.73,0.15
2027-04-29,4748,189,65,219.24,3.98,34.39,1.16,10757,536,26,81.14,4.98,4.85,0.15
2027-04-30,3158,126,46,105.84,3.99,36.51,0.84,11016,549,26,132.8,4.98,4.74,0.24
2027-05-01,4977,199,73,103.48,4.0,36.68,0.52,9837,490,11,133.25,4.98,2.24,0.27
2027-05-02,3956,158,49,188.02,3.99,31.01,1.19,9381,468,49,86.32,4.99,10.47,0.18
2027-05-03,5071,202,63,292.9,3.98,31.19,1.45,11239,560,29,116.43,4.98,5.18,0.21
2027-05-04,3403,136,53,153.68,4.0,38.97,1.13,10936,545,44,114.06,4.98,8.07,0.21
2027-05-05,5852,234,78,219.96,4.0,33.33,0.94,11428,570,52,124.53,4.99,9.12,0.22
2027-05-06,3515,140,45,144.2,3.98,32.14,1.03,8419,420,26,83.72,4.99,6.19,0.2
2027-05-07,5779,231,88,161.7,4.0,38.1,0.7,11150,556,33,100.81,4.99,5.94,0.18
2027-05-08,4387,175,61,218.75,3.99,34.86,1.25,8330,415,10,113.41,4.98,2.41,0.27
2027-05-09,5579,223,78,278.75,4.0,34.98,1.25,9917,494,37,62.1,4.98,7.49,0.13
2027-05-10,3955,158,54,102.7,3.99,34.18,0.65,8446,421,41,90.14,4.98,9.74,0.21
2027-05-11,5199,207,66,285.66,3.98,31.88,1.38,8440,421,51,115.67,4.99,12.11,0.27
2027-05-12,4712,188,69,144.76,3.99,36.7,0.77,10744,536,33,80.21,4.99,6.16,0.15
2027-05-13,5994,239,85,353.72,3.99,35.56,1.48,9844,491,44,136.62,4.99,8.96,0.28
2027-05-14,3607,144,51,126.72,3.99,35.42,0.88,11175,557,19,62.41,4.98,3.41,0.11
2027-05-15,5467,218,75,148.24,3.99,34.4,0.68,7864,392,41,136.65,4.98,10.46,0.35
2027-05-16,4273,170,58,144.5,3.98,34.12,0.85,7471,372,31,77.34,4.98,8.33,0.21
2027-05-17,5913,236,87,221.84,3.99,36.86,0.94,8502,424,9,63.91,4.99,2.12,0.15
2027-05-18,4535,181,62,103.17,3.99,34.25,0.57,11684,583,5,83.4,4.99,0.86,0.14
2027-05-19,5625,225,78,243.0,4.0,34.67,1.08,8410,419,25,122.9,4.98,5.97,0.29
2027-05-20,5382,215,77,236.5,3.99,35.81,1.1,10770,537,24,120.2,4.99,4.47,0.22
2027-05-21,4441,177,62,219.48,3.99,35.03,1.24,8905,444,6,76.71,4.99,1.35,0.17
2027-05-22,5979,239,91,126.67,4.0,38.08,0.53,11659,581,22,75.74,4.98,3.79,0.13
2027-05-23,4797,191,58,198.64,3.98,30.37,1.04,11001,549,6,111.41,4.99,1.09,0.2
2027-05-24,3294,131,47,72.05,3.98,35.88,0.55,10504,524,54,96.65,4.99,10.31,0.18
2027-05-25,3754,150,48,180.0,4.0,32.0,1.2,10483,523,25,123.38,4.99,4.78,0.24
2027-05-26,4394,175,56,98.0,3.98,32.0,0.56,11562,577,33,61.93,4.99,5.72,0.11
2027-05-27,3185,127,42,179.07,3.99,33.07,1.41,7598,379,10,108.83,4.99,2.64,0.29
2027-05-28,4269,170,59,204.0,3.98,34.71,1.2,7991,398,31,118.45,4.98,7.79,0.3
2027-05-29,3636,145,51,146.45,3.99,35.17,1.01,8932,445,13,139.47,4.98,2.92,0.31
2027-05-30,4291,171,52,160.74,3.99,30.41,0.94,9784,488,58,114.3,4.99,11.89,0.23
2027-05-31,3529,141,46,88.83,4.0,32.62,0.63,10041,501,48,78.55,4.99,9.58,0.16
2027-06-01,5068,202,72,159.58,3.99,35.64,0.79,7066,352,59,68.65,4.98,16.76,0.2
2027-06-02,5958,238,78,326.06,3.99,32.77,1.37,10398,518,49,111.27,4.98,9.46,0.21
2027-06-03,5914,236,77,330.4,3.99,32.63,1.4,9750,486,43,101.85,4.98,8.85,0.21
2027-06-04,3793,151,41,75.5,3.98,27.15,0.5,7469,372,23,131.93,4.98,6.18,0.35
2027-06-05,5147,205,68,223.45,3.98,33.17,1.09,8724,435,57,118.13,4.99,13.1,0.27
2027-06-06,5799,231,75,281.82,3.98,32.47,1.22,10985,548,38,100.78,4.99,6.93,0.18
2027-06-07,3477,139,43,155.68,4.0,30.94,1.12,8631,430,21,92.29,4.98,4.88,0.21
2027-06-08,4622,184,63,106.72,3.98,34.24,0.58,7774,387,32,92.35,4.98,8.27,0.24
2027-06-09,3939,157,51,113.04,3.99,32.48,0.72,10012,499,54,78.1,4.98,10.82,0.16
2027-06-10,3525,141,43,105.75,4.0,30.5,0.75,9503,474,7,61.39,4.99,1.48,0.13
2027-06-11,5381,215,64,285.95,4.0,29.77,1.33,8486,423,17,105.99,4.98,4.02,0.25
2027-06-12,3001,120,43,115.2,4.0,35.83,0.96,11019,549,22,76.99,4.98,4.01,0.14
2027-06-13,3374,134,50,132.66,3.97,37.31,0.99,11227,560,55,76.67,4.99,9.82,0.14
2027-06-14,5340,213,72,304.59,3.99,33.8,1.43,7929,395,45,70.03,4.98,11.39,0.18
2027-06-15,5884,235,80,267.9,3.99,34.04,1.14,10012,499,27,75.17,4.98,5.41,0.15
2027-06-16,3552,142,49,198.8,4.0,34.51,1.4,8505,424,47,62.54,4.99,11.08,0.15
2027-06-17,5365,214,82,205.44,3.99,38.32,0.96,11729,585,35,113.94,4.99,5.98,0.19
2027-06-18,4525,181,55,117.65,4.0,30.39,0.65,9944,496,56,92.11,4.99,11.29,0.19
2027-06-19,4851,194,65,277.42,4.0,33.51,1.43,9819,490,7,104.92,4.99,1.43,0.21
2027-06-20,3380,135,38,129.6,3.99,28.15,0.96,8184,408,40,110.96,4.99,9.8,0.27
2027-06-21,4646,185,66,125.8,3.98,35.68,0.68,7288,363,36,137.8,4.98,9.92,0.38
2027-06-22,3013,120,41,96.0,3.98,34.17,0.8,8811,439,40,65.46,4.98,9.11,0.15
2027-06-23,3503,140,50,77.0,4.0,35.71,0.55,7527,375,12,93.43,4.98,3.2,0.25
